Tijd	Ch1	Ch2
90,676	151,000	320,000
91,676	149,000	316,000
92,675	147,000	312,000
93,676	145,000	309,000
94,676	143,000	305,000
95,677	141,000	302,000
96,675	140,000	298,000
97,676	139,000	295,000
98,676	137,000	292,000
99,676	136,000	288,000
100,676	134,000	285,000
101,676	132,000	282,000
102,676	131,000	278,000
103,676	129,000	275,000
104,676	128,000	272,000
105,676	126,000	269,000
106,676	125,000	266,000
107,675	123,000	263,000
108,676	121,000	260,000
109,676	119,000	257,000
110,676	118,000	254,000
111,676	116,000	251,000
112,675	115,000	248,000
113,676	114,000	245,000
114,676	112,000	243,000
115,676	111,000	240,000
116,677	109,000	237,000
117,676	108,000	235,000
118,676	107,000	232,000
119,676	105,000	229,000
120,677	104,000	227,000
121,676	103,000	224,000
122,676	101,000	222,000
123,676	100,000	219,000
124,677	99,000	217,000
125,676	98,000	214,000
126,676	96,000	212,000
127,676	95,000	209,000
128,676	94,000	207,000
129,677	93,000	205,000
130,676	92,000	202,000
131,676	91,000	200,000
132,676	89,000	198,000
133,677	88,000	196,000
134,676	87,000	193,000
135,676	86,000	191,000
136,676	85,000	189,000
137,676	84,000	187,000
138,677	83,000	185,000
139,676	82,000	183,000
140,676	81,000	181,000
141,678	80,000	179,000
142,678	80,000	177,000
143,676	79,000	175,000
144,676	78,000	173,000
145,676	77,000	171,000
146,676	76,000	169,000
147,676	75,000	167,000
148,676	74,000	165,000
149,677	73,000	163,000
150,676	73,000	161,000
151,678	72,000	159,000
152,676	72,000	158,000
153,676	71,000	156,000
154,676	71,000	154,000
155,676	71,000	152,000
156,676	70,000	150,000
157,677	70,000	148,000
158,676	69,000	147,000
159,676	68,000	145,000
160,676	67,000	143,000
161,676	66,000	142,000
162,677	65,000	140,000
163,677	64,000	138,000
164,677	63,000	137,000
165,676	62,000	135,000
166,676	61,000	134,000
167,676	60,000	132,000
168,676	59,000	131,000
169,677	58,000	129,000
170,676	58,000	128,000
171,677	57,000	126,000
172,677	56,000	125,000
173,676	55,000	124,000
174,677	54,000	122,000
175,676	53,000	121,000
176,677	53,000	120,000
177,676	52,000	118,000
178,677	51,000	117,000
179,677	50,000	116,000
180,677	50,000	115,000
181,677	49,000	113,000
182,677	48,000	112,000
183,676	48,000	111,000
184,676	47,000	110,000
185,677	46,000	109,000
186,677	46,000	108,000
187,676	45,000	106,000
188,676	44,000	105,000
189,677	44,000	104,000
190,677	43,000	103,000
191,676	43,000	102,000
192,676	42,000	101,000
193,677	41,000	100,000
194,677	41,000	99,000
195,676	40,000	98,000
196,677	40,000	97,000
197,676	39,000	96,000
198,677	39,000	95,000
199,677	38,000	94,000
200,677	38,000	93,000
201,678	37,000	92,000
202,677	37,000	91,000
203,676	36,000	90,000
204,678	36,000	90,000
205,677	35,000	89,000
206,676	35,000	88,000
207,677	34,000	87,000
208,676	34,000	86,000
209,677	33,000	85,000
210,677	33,000	85,000
211,677	32,000	84,000
212,676	32,000	83,000
213,677	32,000	82,000
214,677	31,000	81,000
215,677	31,000	81,000
216,677	30,000	80,000
217,677	30,000	79,000
218,676	30,000	78,000
219,677	29,000	78,000
220,676	29,000	77,000
221,677	28,000	76,000
222,677	28,000	76,000
223,677	28,000	75,000
224,677	27,000	74,000
225,677	27,000	74,000
226,677	27,000	73,000
227,677	26,000	72,000
228,677	26,000	72,000
229,677	26,000	71,000
230,677	25,000	70,000
231,677	25,000	70,000
232,677	25,000	69,000
233,677	25,000	69,000
234,677	24,000	68,000
235,678	24,000	67,000
236,676	24,000	67,000
237,677	23,000	66,000
238,677	23,000	66,000
239,677	23,000	65,000
240,677	23,000	65,000
241,678	22,000	64,000
242,677	22,000	64,000
243,677	22,000	63,000
244,677	22,000	63,000
245,677	21,000	62,000
246,677	21,000	62,000
247,678	21,000	61,000
248,677	21,000	61,000
249,677	20,000	60,000
250,678	20,000	60,000
251,677	20,000	59,000
252,677	20,000	59,000
253,677	20,000	58,000
254,676	19,000	58,000
255,678	19,000	57,000
256,676	19,000	57,000
257,678	19,000	56,000
258,677	18,000	56,000
259,677	18,000	56,000
260,677	18,000	55,000
261,677	18,000	55,000
262,677	18,000	54,000
263,678	18,000	54,000
264,678	17,000	54,000
265,677	17,000	53,000
266,677	17,000	53,000
267,678	17,000	52,000
268,678	17,000	52,000
269,678	16,000	52,000
270,677	16,000	51,000
271,677	16,000	51,000
272,677	16,000	51,000
273,678	16,000	50,000
274,677	16,000	50,000
275,677	16,000	49,000
276,677	15,000	49,000
277,677	15,000	49,000
278,678	15,000	48,000
279,677	15,000	48,000
280,677	15,000	48,000
281,677	15,000	47,000
282,677	15,000	47,000
283,678	14,000	47,000
284,678	14,000	46,000
285,678	14,000	46,000
286,678	14,000	46,000
287,678	14,000	46,000
288,677	14,000	45,000
289,678	14,000	45,000
290,677	13,000	45,000
291,677	13,000	44,000
292,677	13,000	44,000
293,677	13,000	44,000
294,678	13,000	43,000
295,678	13,000	43,000
296,677	13,000	43,000
297,677	13,000	43,000
298,677	13,000	42,000
299,678	12,000	42,000
300,677	12,000	42,000
301,677	12,000	42,000
302,677	12,000	41,000
303,678	12,000	41,000
304,677	12,000	41,000
305,677	12,000	41,000
306,677	12,000	40,000
307,677	12,000	40,000
308,678	12,000	40,000
309,677	11,000	40,000
310,678	11,000	39,000
311,678	11,000	39,000
312,678	11,000	39,000
313,678	11,000	39,000
314,677	11,000	38,000
315,678	11,000	38,000
316,678	11,000	38,000
317,678	11,000	38,000
318,678	11,000	37,000
319,677	11,000	37,000
320,677	11,000	37,000
321,678	10,000	37,000
322,678	10,000	37,000
323,677	10,000	36,000
324,678	10,000	36,000
325,678	10,000	36,000
326,678	10,000	36,000
327,677	10,000	36,000
328,678	10,000	35,000
329,678	10,000	35,000
330,677	10,000	35,000
331,677	10,000	35,000
332,677	10,000	35,000
333,678	10,000	34,000
334,677	9,000	34,000
335,677	9,000	34,000
336,677	9,000	34,000
337,678	9,000	34,000
338,678	9,000	34,000
339,678	9,000	33,000
340,678	9,000	33,000
341,678	9,000	33,000
342,678	9,000	33,000
343,678	9,000	33,000
344,678	9,000	33,000
345,677	9,000	32,000
346,678	9,000	32,000
347,677	9,000	32,000
348,678	9,000	32,000
349,677	9,000	32,000
350,678	9,000	31,000
351,678	8,000	31,000
352,678	8,000	31,000
353,678	8,000	31,000
354,678	8,000	31,000
355,678	8,000	31,000
356,678	8,000	31,000
357,677	8,000	30,000
358,678	8,000	30,000
359,678	8,000	30,000
360,678	8,000	30,000
361,678	8,000	30,000
362,678	8,000	30,000
363,678	8,000	30,000
364,678	8,000	29,000
365,678	8,000	29,000
366,677	8,000	29,000
367,677	8,000	29,000
368,678	8,000	29,000
369,677	8,000	29,000
370,678	8,000	29,000
371,677	8,000	28,000
372,678	7,000	28,000
373,678	7,000	28,000
374,678	7,000	28,000
375,678	7,000	28,000
376,678	7,000	28,000
377,678	7,000	28,000
378,678	7,000	28,000
379,678	7,000	27,000
380,679	7,000	27,000
381,677	7,000	27,000
382,678	7,000	27,000
383,678	7,000	27,000
384,678	7,000	27,000
385,678	7,000	27,000
386,678	7,000	27,000
387,678	7,000	26,000
388,678	7,000	26,000
389,678	7,000	26,000
390,678	7,000	26,000
391,679	7,000	26,000
392,678	7,000	26,000
393,679	7,000	26,000
394,679	7,000	26,000
395,678	7,000	26,000
396,678	7,000	25,000
397,679	7,000	25,000
398,678	7,000	25,000
399,678	7,000	25,000
400,678	6,000	25,000
401,678	6,000	25,000
